Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Call of Duty: Black Ops 3,PS3,2015,Shooter,Activision,0.49,0.87,0.07,0.26,1.69,,,,,,
WCW vs. nWo: World Tour,N64,1997,Fighting,THQ,1.37,0.28,0.03,0.02,1.69,,,,,,
WCW/NWO Thunder,PS,1998,Fighting,THQ,1.1,0.48,0.04,0.07,1.69,,,,,,
Harry Potter and the Sorcerer's Stone,GBA,2001,Action,Electronic Arts,0.87,0.66,0.08,0.08,1.69,64,8,7.1,7,Griptonite Games,E
Dragon Ball Z: The Legacy of Goku,GBA,2002,Role-Playing,Infogrames,1.52,0.12,0,0.05,1.69,53,15,6.9,28,Webfoot Technologies,E
Cooking Mama 3: Shop & Chop,DS,2009,Simulation,505 Games,0.79,0.65,0.08,0.17,1.69,,,,,,
Resident Evil 4,GC,2005,Action,Capcom,0.98,0.42,0.22,0.06,1.69,96,82,9.4,767,Capcom,M
Personal Trainer: Math,DS,2007,Puzzle,Nintendo,0.48,1.12,0,0.08,1.69,63,11,tbd,,Jupiter Corporation,E
Game Party 3,Wii,2009,Puzzle,Warner Bros. Interactive Entertainment,1.4,0.16,0,0.12,1.68,37,4,tbd,,Farsight Studios,E
Need For Speed: Undercover,X360,2008,Racing,Electronic Arts,0.79,0.7,0.01,0.18,1.68,64,62,5.9,104,EA Vancouver,T
World Championship Poker: Featuring Howard Lederer - All In,PS2,2006,Misc,Oxygen Interactive,0.82,0.64,0,0.22,1.68,,,,,,
NFL GameDay 98,PS,1997,Sports,Sony Computer Entertainment,1.58,0.06,0,0.04,1.68,,,,,,
Sonic Colors,Wii,2010,Platform,Sega,0.92,0.6,0.01,0.15,1.68,78,58,8.5,301,Sonic Team,E
Saints Row 2,PS3,2008,Action,THQ,0.88,0.54,0.02,0.25,1.68,82,50,7.9,135,Volition Inc.,M
Yoshi's Cookie,GB,1992,Puzzle,Nintendo,0.59,0.24,0.82,0.03,1.68,,,,,,
Time Crisis,PS,1997,Shooter,Namco Bandai Games,0.38,0.87,0.33,0.1,1.68,,,,,,
Sid Meier's Civilization V,PC,2010,Strategy,Take-Two Interactive,0.98,0.52,0,0.17,1.68,90,70,7.9,2280,Firaxis Games,E10+
 Fire Emblem Fates,3DS,2015,Role-Playing,Nintendo,0.81,0.23,0.52,0.11,1.68,,,,,,
The Sims: Superstar,PC,2003,Simulation,Electronic Arts,1.67,0,0,0,1.68,79,20,8.2,25,Maxis,T
Metroid Fusion,GBA,2002,Action,Nintendo,1.18,0.27,0.17,0.06,1.68,92,44,9.1,200,Nintendo,E
We Ski,Wii,2008,Sports,Namco Bandai Games,0.97,0.4,0.14,0.15,1.67,67,32,8.5,12,Bandai Namco Games,E
Star Wars Battlefront: Renegade Squadron,PSP,2007,Shooter,LucasArts,0.9,0.46,0,0.32,1.67,73,35,7.9,46,Rebellion,T
SSX 3,PS2,2003,Sports,Electronic Arts,0.93,0.52,0,0.22,1.67,93,41,9.1,125,EA Canada,E
Madden NFL 2001,PS,2000,Sports,Electronic Arts,1.58,0.05,0,0.04,1.67,90,14,6.8,4,EA Sports,E
Star Wars: Battlefront II,XB,2005,Shooter,Activision,1.22,0.39,0,0.06,1.67,83,40,8.9,106,Pandemic Studios,T
Disney's DuckTales,NES,1989,Platform,Capcom,0.91,0.3,0.42,0.04,1.67,,,,,,
Tony Hawk's Pro Skater 3,PS,2001,Sports,Activision,1.09,0.49,0.02,0.07,1.67,87,10,8.3,36,Shaba Games,E
"Monsters, Inc.",GBA,2001,Adventure,THQ,0.59,0.95,0.03,0.1,1.67,,,tbd,,Artificial Mind and Movement,E
PGR: Project Gotham Racing 2,XB,2003,Racing,Microsoft Game Studios,0.97,0.59,0.04,0.07,1.67,,,,,,
Dragon Age: Origins,PS3,2009,Role-Playing,Electronic Arts,0.96,0.42,0.08,0.21,1.67,87,41,7.9,597,BioWare,M
Spy Hunter,PS2,2001,Racing,Midway Games,1.13,0.32,0,0.22,1.67,84,28,7.8,13,Paradigm Entertainment,T
NCAA Football 2004,PS2,2003,Sports,Electronic Arts,1.35,0.09,0,0.23,1.67,94,15,8.8,81,EA Sports,E
Fight Night Round 3,PS3,2006,Fighting,Electronic Arts,0.81,0.58,0.01,0.26,1.67,83,37,7.9,24,EA Chicago,T
StarCraft II: Heart of the Swarm,PC,2013,Strategy,Activision,0.83,0.66,0,0.18,1.67,86,68,7.9,1346,Blizzard Entertainment,T
SpongeBob SquarePants: Battle for Bikini Bottom,PS2,2003,Platform,THQ,1.08,0.45,0,0.14,1.67,71,9,9,85,Heavy Iron Studios,E
Until Dawn,PS4,2015,Adventure,Sony Computer Entertainment Europe,0.45,0.9,0.05,0.26,1.66,79,103,8.2,2161,SuperMassive Games,M
Big Beach Sports,Wii,2008,Sports,THQ,0.45,1.02,0,0.2,1.66,44,17,8,41,HB Studios Multimedia,E
Street Fighter II': Special Champion Edition,GEN,1992,Fighting,Sega,1,0.3,0.31,0.04,1.66,,,,,,
SSX,PS2,2000,Sports,Electronic Arts,0.78,0.61,0.06,0.2,1.66,93,35,8.3,33,EA Sports Big,E
Shaun White Snowboarding: Road Trip,Wii,2008,Sports,Ubisoft,0.93,0.56,0,0.16,1.66,78,28,8.7,22,Ubisoft,E10+
NBA Ballers,PS2,2004,Sports,Midway Games,0.81,0.63,0,0.21,1.66,83,44,9.2,19,Midway,E
Saints Row IV,X360,2013,Action,Deep Silver,1.01,0.5,0.01,0.13,1.66,81,42,6.5,325,Volition Inc.,M
NBA Live 2003,PS2,2002,Sports,Electronic Arts,1.25,0.15,0.03,0.22,1.66,83,22,8.3,28,EA Canada,E
LEGO Batman 2: DC Super Heroes,X360,2012,Action,Warner Bros. Interactive Entertainment,0.9,0.61,0,0.15,1.66,79,59,7.2,114,TT Games,E10+
Dragon Ball Z: Budokai Tenkaichi,PS2,2005,Fighting,Atari,0.96,0.12,0.54,0.04,1.66,72,29,8.4,71,Spike,T
Dark Souls III,PS4,2016,Role-Playing,Namco Bandai Games,0.65,0.45,0.34,0.22,1.65,89,69,8.8,1940,From Software,M
Ms. Pac-Man,2600,1981,Puzzle,Atari,1.54,0.1,0,0.02,1.65,,,,,,
Kirby's Return to Dreamland,Wii,2011,Platform,Nintendo,0.58,0.21,0.79,0.07,1.65,77,49,8.5,156,HAL Labs,E10+
Mario Party 6,GC,2004,Misc,Nintendo,0.9,0.11,0.6,0.05,1.65,71,33,7.9,51,Hudson Soft,E
Super Scope 6,SNES,1991,Shooter,Nintendo,1.06,0.38,0.15,0.05,1.65,,,,,,
Star Wars The Clone Wars: Lightsaber Duels,Wii,2008,Action,LucasArts,1.21,0.3,0,0.14,1.65,56,24,6.7,18,Krome Studios,T
Need for Speed Carbon,X360,2006,Racing,Electronic Arts,0.76,0.69,0.02,0.18,1.65,77,52,6.3,82,EA Canada,E10+
Heavenly Sword,PS3,2007,Action,Sony Computer Entertainment,0.57,0.72,0.06,0.29,1.65,79,64,8.3,544,Ninja Theory,T
Dragon Quest V: Tenkuu no Hanayome,PS2,2004,Role-Playing,Enix Corporation,0,0,1.65,0,1.65,,,,,,
MySims,Wii,2007,Simulation,Electronic Arts,0.9,0.54,0.04,0.17,1.65,68,38,7.2,56,EA Redwood Shores,E
Kirby & the Amazing Mirror,GBA,2004,Platform,Nintendo,0.8,0.05,0.76,0.03,1.64,,,,,,
Army of Two,X360,2008,Shooter,Electronic Arts,1.09,0.37,0.02,0.16,1.64,72,76,7.6,233,EA Montreal,M
Dig Dug,2600,1982,Puzzle,Atari,1.52,0.1,0,0.02,1.64,,,,,,
Tom Clancy's Rainbow Six,PS,1999,Shooter,Red Storm Entertainment,0.93,0.63,0,0.08,1.64,,,,,,
Ghosts 'n Goblins,NES,1986,Action,Capcom,0.74,0.26,0.61,0.03,1.64,,,,,,
Tiger Woods PGA Tour 2003,PS2,2002,Sports,Electronic Arts,0.8,0.63,0,0.21,1.64,88,18,8.9,18,EA Sports,E
NBA Live 06 (All region sales),PS2,2005,Sports,Electronic Arts,1.44,0.15,0,0.05,1.64,,,,,,
Prince of Persia: Warrior Within,PS2,2004,Action,Ubisoft,0.54,0.88,0,0.22,1.64,83,51,8.5,120,Ubisoft Montreal,M
Far Cry 4,XOne,2014,Shooter,Ubisoft,0.8,0.69,0.01,0.14,1.63,82,15,7.5,383,Ubisoft Montreal,M
ESPN NFL 2K5,XB,2004,Sports,Sega,1.54,0.02,0,0.07,1.63,92,42,9.1,93,Visual Concepts,E
Beyond: Two Souls,PS3,2013,Adventure,Sony Computer Entertainment,0.52,0.8,0.06,0.26,1.63,70,98,8.1,2652,Quantic Dream,M
Pikmin,GC,2001,Strategy,Nintendo,0.78,0.25,0.56,0.04,1.63,89,39,8.7,121,Nintendo,E
Tiger Woods PGA Tour 2004,PS2,2003,Sports,Electronic Arts,1.18,0.34,0,0.1,1.63,89,23,8.8,40,EA Sports,E
NBA 2K15,X360,2014,Sports,Take-Two Interactive,1.35,0.11,0,0.17,1.63,,,3,40,Visual Concepts,E
Call of Duty: Black Ops,PC,N/A,Shooter,Activision,0.58,0.81,0,0.23,1.63,81,29,5.2,1651,Treyarch,M
Ape Escape,PS,1999,Platform,Sony Computer Entertainment,0.71,0.48,0.32,0.11,1.63,90,19,8.8,53,SCEI,E
NCAA Football 2005,PS2,2004,Sports,Electronic Arts,1.32,0.09,0,0.22,1.62,88,29,8.8,35,EA Tiburon,E
Max Payne 3,X360,2012,Shooter,Take-Two Interactive,0.86,0.62,0.01,0.13,1.62,86,80,7.8,869,Rockstar Studios,M
Viva Pinata,X360,2006,Simulation,Microsoft Game Studios,0.45,0.95,0.02,0.2,1.62,84,65,8,131,Rare Ltd.,E
Tony Hawk's American Wasteland (Old all region sales),PS2,2005,Sports,Activision,0.8,0.63,0.01,0.19,1.62,,,,,,
Kinectimals,X360,2010,Simulation,Microsoft Game Studios,1.02,0.46,0,0.13,1.62,74,50,3.1,69,Frontier Developments,E
Kirby Air Ride,GC,2003,Racing,Nintendo,1.01,0.11,0.45,0.04,1.62,61,28,7.9,69,HAL Labs,E
LEGO Marvel Super Heroes,PS4,2013,Action,Warner Bros. Interactive Entertainment,0.59,0.76,0.01,0.26,1.62,83,22,7.7,262,TT Games,E10+
Sled Storm,PS,1998,Racing,Electronic Arts,0.9,0.61,0,0.11,1.62,,,,,,
Destiny,PS3,2014,Shooter,Activision,0.68,0.56,0.12,0.25,1.62,,,4.5,445,Bungie,T
Rock Band,PS3,N/A,Misc,Electronic Arts,0.99,0.41,0,0.22,1.62,92,35,8.4,107,Harmonix Music Systems,T
Dragon Quest IV: Chapters of the Chosen,DS,2007,Role-Playing,Square Enix,0.3,0.02,1.27,0.03,1.62,80,44,7.9,50,ArtePiazza,E10+
NFL Street 2,PS2,2004,Sports,Electronic Arts,0.79,0.62,0,0.21,1.61,77,33,8.7,20,EA Tiburon,E
Baseball,GB,1989,Sports,Nintendo,0.66,0.27,0.65,0.03,1.61,,,,,,
Yu-Gi-Oh! Duel Monsters,GB,1998,Strategy,Konami Digital Entertainment,0,0,1.61,0.01,1.61,,,,,,
Super Mario Strikers,GC,2005,Sports,Nintendo,0.98,0.38,0.2,0.04,1.61,76,39,8.7,55,Next Level Games,E
Buzz! The Music Quiz,PS2,2005,Misc,Sony Computer Entertainment,0,1.18,0,0.43,1.61,,,,,,
Rage,X360,2011,Shooter,Bethesda Softworks,0.82,0.6,0.03,0.15,1.6,81,77,6.7,559,id Software,M
Mario Hoops 3 on 3,DS,2006,Sports,Nintendo,0.98,0.04,0.49,0.09,1.6,69,40,8,37,Square Enix,E
SpongeBob's Atlantis SquarePantis,DS,2007,Action,THQ,1.49,0,0,0.11,1.6,64,5,tbd,,THQ,E
Dollar Dash,PS2,2005,Action,Take-Two Interactive,1.3,0.23,0,0.07,1.6,,,,,,
F-1 World Grand Prix,N64,1998,Racing,Video System,0.46,0.96,0.09,0.08,1.6,,,,,,
River Raid,2600,1981,Shooter,Activision,1.49,0.09,0,0.02,1.6,,,,,,
Just Cause 2,X360,2010,Action,Square Enix,0.59,0.83,0.02,0.17,1.6,81,74,8,267,Avalanche Studios,M
Silent Hill,PS,1999,Action,Konami Digital Entertainment,0.71,0.48,0.3,0.1,1.6,86,17,9.2,326,KCET,M
Sonic Heroes,GC,2003,Platform,Sega,1.05,0.44,0.06,0.04,1.6,72,49,7.8,125,Sonic Team,E
Disney Infinity,Wii,2013,Action,Disney Interactive Studios,1.05,0.41,0,0.14,1.6,,,4.2,24,Avalanche Software,E10+
ESPN NBA 2K5,PS2,2004,Sports,Global Star,1.26,0.12,0,0.21,1.59,83,24,7.5,36,Visual Concepts,E
Diablo,PC,1996,Role-Playing,Activision,0.01,1.58,0,0,1.59,94,12,8.7,850,Blizzard Entertainment,M
Far Cry 2,X360,2008,Action,Ubisoft,0.71,0.69,0.02,0.18,1.59,85,75,6.7,288,Ubisoft Montreal,M
The Legend of Zelda: Twilight Princess,GC,2006,Action,Nintendo,1.15,0.36,0.04,0.04,1.59,96,16,9.2,568,Nintendo,T
Soul Edge,PS,1996,Fighting,Sony Computer Entertainment,0.61,0.41,0.46,0.1,1.59,,,,,,
Mario Bros.,2600,1982,Platform,Atari,1.48,0.09,0,0.02,1.59,,,,,,
Pro Evolution Soccer 2008,PS3,2007,Sports,Konami Digital Entertainment,0.04,1.1,0.32,0.13,1.59,74,19,6.1,47,Konami,E
NASCAR 2000,PS,1999,Racing,Electronic Arts,0.88,0.6,0,0.1,1.59,,,,,,
Pokemon Battle Revolution,Wii,2006,Role-Playing,Nintendo,0.78,0.37,0.3,0.13,1.58,53,34,6.7,106,Genius Sonority Inc.,E
Kingdom Hearts 3D: Dream Drop Distance,3DS,2012,Action,Square Enix,0.88,0.26,0.34,0.1,1.58,75,54,8.2,267,Square Enix,E10+
Dance Dance Revolution: Hottest Party 2,Wii,2008,Simulation,Konami Digital Entertainment,0.94,0.48,0.01,0.15,1.58,69,8,6.8,6,Konami,E10+
SoulCalibur IV,X360,2008,Fighting,Ubisoft,0.92,0.43,0.07,0.15,1.58,85,62,7.9,157,Namco,T
Jampack Summer 2K,PS,2000,Misc,Sony Computer Entertainment,0.88,0.6,0,0.1,1.58,,,,,,
Sonic Generations,PS3,2011,Platform,Sega,0.6,0.69,0.02,0.26,1.58,76,38,8.2,253,Sega,E
Spyro 2: Season of Flame,GBA,2002,Platform,Vivendi Games,0.85,0.65,0,0.08,1.58,76,18,7.6,13,Digital Eclipse,E
Mario Party 10,WiiU,2015,Misc,Nintendo,0.69,0.53,0.24,0.12,1.58,66,66,6.5,279,"Nintendo, Nd Cube",E
Devil May Cry 4,PS3,2008,Action,Capcom,0.58,0.45,0.34,0.2,1.57,84,63,8.2,311,Capcom,M
Dead Rising 3,XOne,2013,Action,Microsoft Game Studios,1.06,0.35,0.01,0.15,1.57,78,69,6.8,908,Capcom Vancouver,M
Pro Evolution Soccer 2010,PS2,2009,Sports,Konami Digital Entertainment,0.1,0.18,0.12,1.16,1.57,,,8.1,15,Konami,E
NCAA Football 2002,PS2,2001,Sports,Electronic Arts,0.77,0.6,0,0.2,1.57,90,18,8.7,24,EA Sports,E
Gears of War: Judgment,X360,2013,Shooter,Microsoft Game Studios,0.92,0.5,0.03,0.12,1.57,79,81,5.4,779,Epic Games,M
Watch Dogs,XOne,2014,Action,Ubisoft,0.9,0.53,0,0.14,1.57,78,15,5.8,712,Ubisoft Montreal,M
Guitar Hero: On Tour Decades,DS,2008,Misc,Activision,0.84,0.57,0,0.16,1.57,72,40,8,5,Vicarious Visions,E10+
FIFA 16,X360,2015,Sports,Electronic Arts,0.57,0.88,0,0.12,1.57,,,2.9,45,EA Sports,E
Madden NFL 15,XOne,2014,Sports,Electronic Arts,1.31,0.09,0,0.16,1.57,80,19,6.4,138,EA Sports,E
Conflict: Desert Storm,PS2,2002,Shooter,Gotham Games,0.98,0.53,0,0.06,1.57,55,10,8.6,45,Pivotal Games,T
Mario Party 7,GC,2005,Misc,Nintendo,0.95,0.11,0.46,0.04,1.57,64,25,7.9,53,Hudson,E
Dragon Quest V: Hand of the Heavenly Bride,DS,2008,Role-Playing,Square Enix,0.17,0.02,1.36,0.02,1.57,84,46,8.5,57,ArtePiazza,E10+
High School Musical 3: Senior Year,DS,2008,Misc,Disney Interactive Studios,0.63,0.76,0,0.17,1.56,,,,,,
Smuggler's Run,PS2,2000,Racing,Take-Two Interactive,0.77,0.6,0,0.2,1.56,79,21,6.8,18,Rockstar San Diego,T
Fight Night Round 3,PS2,2006,Fighting,Electronic Arts,1.07,0.4,0,0.1,1.56,84,32,8.1,41,EA Chicago,T
Need for Speed: Most Wanted,X360,2012,Racing,Electronic Arts,0.62,0.78,0.01,0.15,1.56,83,54,8.5,134,EA Canada,T
Carnival Games: Mini Golf,Wii,2008,Sports,Take-Two Interactive,0.86,0.54,0,0.15,1.56,38,10,5.7,7,Cat Daddy Games,E
Donkey Kong Classics,NES,1988,Platform,Nintendo,0.59,0.14,0.81,0.02,1.56,,,,,,
Hannah Montana: Music Jam,DS,2007,Action,Disney Interactive Studios,1.05,0.36,0,0.15,1.56,,,,,,
Twisted Metal,PS,1995,Action,Sony Computer Entertainment,1.32,0.19,0,0.05,1.56,,,,,,
Final Fight,SNES,1990,Action,Capcom,0.67,0.17,0.69,0.03,1.56,,,,,,
Pokemon Mystery Dungeon: Explorers of Sky,DS,2009,Role-Playing,Nintendo,0.57,0.43,0.44,0.12,1.56,54,26,9,133,ChunSoft,E
Dragon Quest Monsters 2,GB,2001,Role-Playing,Enix Corporation,0,0,1.56,0,1.56,,,,,,
Pokemon Pinball: Ruby & Sapphire,GBA,2003,Misc,Nintendo,0.68,0.38,0.44,0.05,1.56,,,,,,
MySims Kingdom,DS,2008,Simulation,Electronic Arts,0.8,0.59,0.01,0.16,1.55,58,9,tbd,,TOSE,E
LEGO Pirates of the Caribbean: The Video Game,Wii,2011,Action,Disney Interactive Studios,0.73,0.67,0,0.15,1.55,73,14,7,13,Traveller's Tales,E10+
Stuntman,PS2,2002,Racing,Atari,0.76,0.59,0,0.2,1.55,71,37,5.7,36,Reflections Interactive,T
Tom Clancy's Rainbow Six 3,XB,2003,Shooter,Ubisoft,0.91,0.57,0,0.07,1.55,86,39,8.5,31,Ubisoft,M
LEGO Harry Potter: Years 1-4,X360,2010,Action,Warner Bros. Interactive Entertainment,0.95,0.46,0,0.14,1.55,79,58,8,62,Traveller's Tales,E10+
007: The World is not Enough,N64,2000,Action,Electronic Arts,1.13,0.38,0.02,0.03,1.55,,,,,,
Spider-Man 2: Enter: Electro,PS,2001,Action,Activision,0.57,0.87,0.02,0.09,1.55,74,15,8.7,35,Vicarious Visions,E
Guitar Hero 5,Wii,2009,Misc,Activision,0.92,0.48,0,0.15,1.55,89,25,6.9,49,Vicarious Visions,T
Command & Conquer: Tiberian Sun,PC,1999,Strategy,Westwood Studios,1.55,0,0,0,1.55,,,,,,
Wolfenstein: The New Order,PS4,2014,Shooter,Bethesda Softworks,0.47,0.8,0.03,0.24,1.55,79,73,8.1,1116,MachineGames,M
Mafia II,X360,2010,Action,Take-Two Interactive,0.85,0.55,0,0.15,1.55,74,79,7.8,458,2K Czech,M
Moshi Monsters: Moshling Zoo,DS,2011,Misc,Activision,0.37,0.96,0,0.21,1.54,,,tbd,,Mind Candy,E
BioShock 2,PS3,2010,Shooter,Take-Two Interactive,0.85,0.46,0.02,0.22,1.54,88,62,8.2,492,2K Marin,M
Dark Cloud,PS2,2000,Role-Playing,Sony Computer Entertainment,0.83,0.44,0.08,0.19,1.54,80,27,8.2,99,Level 5,T
Warcraft III: The Frozen Throne,PC,2003,Strategy,Activision,0.58,0.87,0,0.09,1.54,88,23,9,713,Blizzard Entertainment,T
Active Life: Outdoor Challenge,Wii,2008,Sports,Atari,0.78,0.43,0.19,0.14,1.54,69,6,8.1,14,h.a.n.d. Inc.,E
Tom Clancy's Ghost Recon Advanced Warfighter,X360,2006,Shooter,Ubisoft,1.4,0.02,0.02,0.1,1.54,90,78,8,215,Ubisoft Paris,T
Ratchet & Clank (2016),PS4,2016,Platform,Sony Computer Entertainment,0.5,0.76,0.04,0.24,1.54,,,,,,
MVP Baseball 2005,PS2,2005,Sports,Electronic Arts,1.26,0.07,0,0.21,1.54,87,25,8.6,47,EA Sports,E
Die Hard Trilogy,PS,1996,Shooter,Fox Interactive,0.85,0.58,0,0.1,1.54,,,,,,
Uncharted: Golden Abyss,PSV,2011,Shooter,Sony Computer Entertainment,0.53,0.66,0.13,0.22,1.53,80,80,7.4,770,"Naughty Dog, Sony Bend",T
Go Vacation,Wii,2011,Misc,Namco Bandai Games,0.42,0.65,0.33,0.14,1.53,64,28,7.8,13,Namco Bandai Games,E10+
Pro Evolution Soccer 2013,PS3,2012,Sports,Konami Digital Entertainment,0.18,0.63,0.49,0.24,1.53,82,37,6.7,146,Konami,E
Mortal Kombat 3,SNES,1994,Fighting,Acclaim Entertainment,1.19,0.29,0,0.05,1.53,,,,,,
NFL GameDay 99,PS,1998,Sports,989 Studios,1.44,0.05,0,0.04,1.53,,,,,,
Dishonored,PS3,2012,Action,Bethesda Softworks,0.72,0.52,0.04,0.25,1.53,89,35,7.9,781,Arkane Studios,M
Mario Golf: Toadstool Tour,GC,2003,Sports,Nintendo,1.09,0.15,0.25,0.04,1.53,81,49,8,56,Camelot Software Planning,E
Tiger Woods 99 PGA Tour Golf,PS,1997,Sports,Electronic Arts,0.85,0.58,0,0.1,1.53,,,,,,
Call of Duty: Black Ops II,PC,2012,Shooter,Activision,0.64,0.69,0,0.19,1.53,74,11,4.2,1635,Treyarch,M
Resident Evil: The Umbrella Chronicles,Wii,2007,Action,Capcom,0.67,0.43,0.29,0.14,1.52,75,47,7.6,122,Cavia Inc.,M
Knockout Kings,PS,1997,Fighting,Electronic Arts,1.07,0.39,0,0.06,1.52,,,,,,
The Simpsons Skateboarding,PS2,2002,Sports,Electronic Arts,0.36,0.9,0,0.27,1.52,38,21,5,26,The Code Monkeys,T
Donkey Kong Country: Tropical Freeze,WiiU,2014,Platform,Nintendo,0.7,0.55,0.16,0.12,1.52,83,77,8.9,712,Retro Studios,E
NASCAR 98,PS,1996,Racing,Electronic Arts,1.43,0.05,0,0.04,1.52,,,,,,
Xevious,NES,1984,Shooter,Namco Bandai Games,0.18,0.06,1.27,0.01,1.52,,,,,,
F1 Race,NES,1984,Racing,Nintendo,0,0,1.52,0,1.52,,,,,,
NASCAR 99,PS,1998,Racing,Electronic Arts,1.45,0.04,0,0.04,1.52,,,,,,
Final Fantasy XIV: A Realm Reborn,PC,2010,Role-Playing,Square Enix,0.88,0.48,0,0.17,1.52,,,,,,
NBA Live 2000,PS,1998,Sports,Electronic Arts,1.43,0.05,0,0.03,1.52,,,,,,
Fight Night Round 4,PS3,2009,Fighting,Electronic Arts,0.92,0.4,0,0.2,1.52,88,46,7.6,95,EA Canada,T
Super Monkey Ball 2,GC,2002,Puzzle,Atari,1.11,0.31,0.06,0.04,1.52,87,34,8.5,51,Amusement Vision,E
Pac-Man World 2,PS2,2002,Action,Namco Bandai Games,1.26,0.05,0,0.21,1.51,73,19,7.8,26,Namco,E
Disney Fairies: Tinker Bell,DS,2008,Adventure,Disney Interactive Studios,0.85,0.51,0.01,0.15,1.51,,,7.8,5,"Genius Sonority Inc., Disney Interactive Studios",E
MySims Kingdom,Wii,2008,Simulation,Electronic Arts,0.7,0.64,0.01,0.16,1.51,76,19,8.1,24,EA Redwood Shores,E
Dead Space 2,X360,2011,Shooter,Electronic Arts,0.94,0.44,0,0.13,1.51,90,83,8.6,679,Visceral Games,M
Puzzle & Dragons,3DS,2013,Role-Playing,GungHo,0,0,1.51,0,1.51,,,,,,
Call of Duty: Modern Warfare: Reflex Edition,Wii,2009,Shooter,Activision,0.94,0.43,0,0.14,1.51,,,,,,
Mega Man 2,NES,1988,Action,Capcom,0.93,0.15,0.42,0.01,1.51,,,,,,
Simpsons Wrestling,PS,2001,Fighting,Electronic Arts,0.23,1.16,0,0.11,1.51,,,,,,
NBA Live 98,PS,1997,Sports,Electronic Arts,1.41,0.06,0,0.04,1.51,,,,,,
The Simpsons Game,PS2,2007,Action,Electronic Arts,0.35,0.03,0,1.13,1.51,68,10,8.2,27,Electronic Arts,T
Monopoly,PS,1997,Misc,Hasbro Interactive,1.18,0.27,0,0.05,1.51,,,,,,
The Simpsons Game,DS,2007,Action,Electronic Arts,0.56,0.77,0,0.17,1.51,69,17,7.3,18,Griptonite Games,T
Football Manager 2012,PC,2011,Sports,Sega,0.02,1.16,0,0.33,1.51,84,45,8,172,Sports Interactive,E
Ni no Kuni: Wrath of the White Witch,PS3,2011,Role-Playing,Namco Bandai Games,0.6,0.47,0.21,0.23,1.51,85,89,8.6,984,Level 5,E10+
SoulCalibur II,GC,2003,Fighting,Namco Bandai Games,0.99,0.32,0.11,0.08,1.5,93,45,9.1,135,Namco,T
Call of Duty 3,PS3,2006,Shooter,Activision,0.6,0.62,0.03,0.26,1.5,80,43,6.9,92,Treyarch,T
Tokyo Xtreme Racer Zero,PS2,2000,Racing,Crave Entertainment,0.66,0.52,0.15,0.17,1.5,76,15,8.9,64,Genki,E
NFL Blitz,PS,1998,Sports,Midway Games,1.41,0.05,0,0.04,1.5,,,,,,
Red Faction II,PS2,2002,Shooter,THQ,0.49,0.78,0,0.23,1.5,84,30,8.3,35,Volition Inc.,M
Madden NFL 2001,PS2,2000,Sports,Electronic Arts,1.19,0.07,0.05,0.2,1.5,91,25,7.7,7,EA Sports,E
Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki,NES,1986,Platform,Hudson Soft,0,0,1.5,0,1.5,,,,,,
WWF No Mercy,N64,2000,Fighting,THQ,1.2,0.27,0.02,0.02,1.5,,,,,,
Ice Climber,NES,1985,Platform,Nintendo,0.46,0.1,0.92,0.02,1.5,,,,,,
Sonic CD,SCD,1993,Platform,Sega,1,0.36,0.09,0.05,1.5,,,,,,
Star Wars: The Force Unleashed II,PS3,2010,Action,LucasArts,0.8,0.49,0,0.21,1.5,63,41,6.8,121,LucasArts,T
Pac-Man World,PS,1998,Action,Namco Bandai Games,1.21,0.14,0.1,0.04,1.5,,,,,,
Rock Band 2,PS3,2008,Misc,MTV Games,1.13,0.2,0,0.16,1.49,91,24,7.9,88,Harmonix Music Systems,T
Final Fantasy: Crystal Chronicles,GC,2003,Role-Playing,Nintendo,0.72,0.38,0.36,0.04,1.49,80,55,8.1,94,Square Enix,T
Medal of Honor: Frontline,XB,2002,Shooter,Electronic Arts,1,0.43,0,0.06,1.49,81,18,6.9,23,EA LA,T
Madden NFL 09,PS2,2008,Sports,Electronic Arts,1.22,0,0,0.27,1.49,67,4,7,24,EA Tiburon,E
Dead Rising 2,X360,2010,Action,Capcom,0.75,0.52,0.09,0.12,1.49,79,76,6.9,216,Blue Castle Games,M
Banjo-Tooie,N64,2000,Platform,Nintendo,0.82,0.36,0.25,0.06,1.49,,,,,,
Buzz! The BIG Quiz,PS2,2006,Misc,Sony Computer Entertainment,0,1.1,0,0.39,1.49,,,,,,
Mafia II,PS3,2010,Action,Take-Two Interactive,0.5,0.69,0.04,0.26,1.49,75,61,7.7,297,2K Czech,M
Batman: Arkham Knight,XOne,2015,Action,Warner Bros. Interactive Entertainment,0.88,0.47,0,0.14,1.49,85,16,6.6,694,Rocksteady Studios,M
Doom (2016),PS4,2016,Shooter,Bethesda Softworks,0.54,0.69,0.02,0.24,1.49,,,,,,
Dirge of Cerberus: Final Fantasy VII,PS2,2006,Shooter,Square Enix,0.47,0.37,0.52,0.12,1.48,57,51,6.9,103,Square Enix,T
